Medicine Name,Price
Analiv 500 Tablet,185
Alpram 0.5mg Tablet,18
Anin 500mg Injection,361
Acinil-O Oral Suspension,182.95
Angicam 5mg Tablet,27
Ascodex Cough Syrup,23.12
Akair LC Tablet,175.92
Arbitel-CT 40 Tablet,128
Androtas Gel,90
Arvast-A 75 Capsule,72
Acton Prolongatum 60IU Injection,2355
Arkamin H Tablet,28.45
Asthafen Tablet,68.45
Azikem 250mg Tablet,78.71
Alsame Tablet,825
Allenza Tablet,341
AB2 Kit,435.32
Accuzon Plus 1.5gm Injection,220
Alphacept-D 8 Tablet,497.95
Amiodar 200 Tablet,128.91
Ampoxin 250 Capsule,62.4
Arbitel-AV Tablet,215
Aziagma 500mg Tablet,67
Acenac-SR Tablet,90
Albutamol Plus Tablet,46.16
Anaproct Ointment,123.75
Amlokind-Beta 50 Tablet PR,103.69
Aklief Cream,1900
Addkay Tablet PR,100
Ace Revelol 25/2.5 Tablet ER,186.35
Atocor-CV 10 Capsule,195.5
AF 300 Tablet,23
Aten-D Tablet,119.45
Aggribloc 5mg Infusion,5748.1
Asiclopam Tablet,24.75
Afderm-MN + Cream,85
Alphagan Eye Drop,472.4
Acnedap Plus Gel,465.85
Asprito 2 Tablet,50
Acnesol 1% solution,97
Ageless Tablet,173.9
Avas F 10mg/160mg Tablet,247
Alphagan P Eye Drop,532.98
Absolut DM Capsule,335
Aciloc Only Oral Liquid,146.7
Asklerol 3% Injection,160.73
Apraize 30 Tablet,324.95
Abd Plus Syrup,39
Advan-THF Cream,337.8
Anxozap 10 Tablet,126
Amlovas 2.5 Tablet,30.07
Atorfit CV 40 Capsule,427
Azid 500 Tablet,131.94
Adehep 400 Tablet,850
Acivir IV Injection,477.53
Antoz DMF Tablet,75
Amrosys Cream,262
Amrosys Cream,262
Amtas-M 25 Tablet PR,189
Angizem CD 90 Capsule ER,130
Apiban 2.5mg Tablet,131.9
Aleva 5mg Tablet,29
Actifed 25 mg/2.5 mg Tablet,6.5
Azithro 100mg/5ml Suspension,20
Amodep-TM Tablet,61
Apgel,185
Aloja 25 Tablet,149.5
Alkof Q Tablet,50
App UP 4mg Tablet,15.75
Azenam 1gm Injection,898
Apidra 100IU/ml Solution for Injection,1534
Azildac 40 Tablet,116.5
Acynac AB 100mg/600mg Tablet,187
Adapero Gel,358.16
Azithral 250mg DT Tablet,65.18
Ascodex DX Syrup,71
Acecare-Plus Tablet,70
Aceelo PS 100mg/325mg/15mg Tablet,88
Aceclomax-P Tablet,56
Ambrolite 30 Tablet,34
Ara Eye Gel,433
Atorlip-ASP 20 Capsule,40.24
Asomex-D Tablet,152.35
Acera-L Capsule SR,239.25
Abaxis 5mg Tablet,570
Abortab 200mg Tablet,392.99
Alka-PH Syrup,50
Abortab 200mg Tablet,392.99
ACTEMRA 400 MG INJECTION,48267.9
Acton-OR Plus+ Tablet,181.2
Amlopres L Tablet,198.97
Amtas 10 Tablet,91.55
Aprezo 20 Tablet,110
Assurans Tablet,367.59
Advastat F 160mg/10mg Tablet,179
Amclaid 625 Tablet,204.85
Afoglip Tablet,166.15
Amlodac 10 Tablet,182.78
Azithromycin 100mg Syrup,39.33
Alprax 1mg Tablet SR,138.15
Azulix MV 2/0.2 Tablet SR,230
Ampiclox 250mg/250mg Tablet,32.32
Amlosafe 3D 80 Tablet,112
Algiduo Oral Suspension Sugar Free Mint,155
Asomex-TM Tablet,252.2
Azikind 500mg Tablet,69.88
Actinin O 20mg Soft Gelatin Capsule,36
Anawin 0.5% Injection,98.5
Alex Cold Syrup Berry,95.5
Alfalog Tablet,421.25
Atormac CV 20 Capsule,316
Apigy 5 Tablet,190
Amitril 10mg Tablet,23
Amlong MT 5/25 Tablet PR,68.88
Alerfri Tablet,46.5
Atorva TG Tablet,304.75
Amrolmac Cream,352
Azitus 500 Tablet,64.34
Amcard-AT Tablet,42.75
Amlosafe MT 25 Tablet PR,75
Aldryl Syrup,12.37
Ascabiol Emulsion,109.17
AB Day 100mg Capsule,99
Alkem Relief Tablet,30
Altonil Plus 5 Tablet,78
Ampilox CV 500mg/125mg Tablet,204.04
Apivas 2.5 Tablet,165
Absolut DM Capsule,335
Alcinac P 100mg/325mg Tablet,60
Amfy V  Vaginal gel,298.5
Amlodac T 40 mg/5 mg Tablet,227.15
Ampilox 500 mg/500 mg Injection,20.12
Ascodex SF Syrup Sugar Free,135
App.UP Plus Syrup,150
Alkepin Odt 12.5mg Tablet,31.5
Aretha Tablet,118
Arbitel-AMH Tablet,185
Azifine + 500 Tablet,131.94
Aldonil Plus Tablet SR,339.05
Almefkem-D Tablet,143
Ambronac Tablet,119
Amlopres Trio Tablet,203.7
Abmac Tablet,299
Ablung 100mg Capsule,113.45
Atchol 10 Tablet,46.02
Altonil Syrup,183.02
Amigaba LS Tablet,108
Atchol CV Capsule,121.5
Apetamin Syrup,180
Amigaba LS Tablet,108
Ace Proxyvon TH 4 Tablet,237.25
Atocor 20 Tablet,210.8
Atormac Gold 20 Capsule,129.8
Anaspas 25mg Injection,39.93
Apriglim-MV 303 Tablet SR,167.94
Ambrosol LS Syrup,107.99
Amlenox Oral Paste,100.6
Amixide 10mg Tablet,76
Alfuzosin Tablet,165
Apidra Solostar 100IU/ml Injection,968
Amace Tablet,84
Azovas 8mg Tablet,107.46
Acimol 500mg Tablet,6
Azarga Eye Drop,460.5
Ark-AP Tablet,60.3
Alfa GPC Tablet,830.5
Atormac Gold 10 Capsule,95.7
Arnoza 100 Tablet,299
Azro 500 Tablet,66.35
Amoxy 250mg Capsule,18.12
Acemiz 100mg Tablet,81
Azilide 250 Tablet,130.36
Acepar 100mg/325mg Tablet,28
ANALGIN 500MG TABLET,5.5
Alkem Nandrolone 50mg Injection,259
Alflox TZ 400mg/600mg Tablet,91
Amlip 2.5 Tablet,20.04
Atorlip-ASP 10 Capsule,40.24
Alcecost SP 100mg/325mg/10mg Tablet,158
Ambrolite D Plus Syrup,108
Alkalith Syrup,59
Acyclovir Eye Ointment,67.17
Atrovas 40mg Tablet,132
Arigaba NT 100 Tablet,111.6
Astymin-3  10mg/8mg Infusion,416.5
Amitryn-C Tablet,45.1
Azovas 16mg Tablet,159.49
Amlodac-D Tablet SR,151.5
Arbitel-AM 40 Tablet,234
AT SP Tablet,62
Amnuring 10 Tablet SR,165.96
Amlong-TL 40 Tablet,156
Aquasurge  Max Eye Drop,185.7
Alorti Tablet,64
Arigaba Ointment,292.82
Atrest 12.5 Tablet,204.47
Aplevant 1.5mg Pre-filled Pen (0.5ml Each),5497.8
Aldotas D 70mg/5600IU Tablet,299
Acnetoin Gel,90
Adapen Gel,145
Adalipca 40mg Injection,15000
Aclopar 100mg/500mg Tablet,36
Arzu 5mg Tablet,88.2
Acutret 5 Capsule,113.65
Apixapil 5mg Tablet,108
Alcros SB 130mg Capsule,250
Anti Cold Tablet,70
Augtram 37.5mg/325mg Tablet,140.25
Anti Cold Tablet,70
Apex 0.5mg Tablet,36
Arvast 20 Tablet,361.5
Amlodac M Tablet PR,185.45
Aphyren-N Tablet,200
Aziwok 200 Liquid Mango,57.1
Amoxil 250mg Syrup,24.3
Acemyoset P Tablet,189
Acutrol C 400 Tablet,177
Azifast 500 Tablet,158.39
Amide 25 Tablet,65
Amtas-AT 25 Tablet,94.5
Ascoril Plus Expectorant Honey Rose,141
Atorlip CV Capsule,203.7
Allerkast LC Tablet,148.5
Amloz 5 Tablet,84
Almotan 12.5 Tablet,403.6
Acnewar Plus Gel,328
Auxisoda Tablet,42
Apnicid 40mg Tablet,85
Airtec FB 200 Instacap,192.19
Acuclav DS Syrup,156.5
Admol 650 Tablet DT,22.85
Atroped 0.01% Eye Drop,175
Appetite Syrup,98
Alkepin Odt 25mg Tablet,31.14
Alphadopa Tablet,24.15
Alprax Plus Tablet SR,84.25
Albutamol Syrup,65.4
Alkepin Odt 25mg Tablet,31.14
Allerzon L 5mg Tablet,50
Amlovas-AT 25 Tablet,96.8
Apale Tablet,145
Arnx 50 Tablet,199
Avanep Eye Drop,163.4
Abpress Eye Drop,300
Abirapro 250mg Tablet,28000
Actapro Tablet,262.5
Alrista Plus Tablet SR,250.8
Anleo-DSR Capsule,120
Azibact 250 Tablet,130.37
Atrest 25 Tablet,347.1
Actamase 1000 mg/125 mg Injection,460
Acitrom 0.5 Tablet,69.67
Azithro 200mg/5ml Suspension,30.62
Afoglip M  500 Tablet ER,141.2
Actilyse 20mg Injection,23899
Acitrin 10mg Capsule,358.56
Amoxyclav 1000 mg/200 mg Injection,62.5
Azusa T 8/40 Tablet,152
Aziwok 100 Liquid,50.75
Azulix 4 MF Forte Tablet PR,176.5
Acnewar Gel,288
Amlong MT 50 Tablet PR,246
Apticyp Syrup,66
Alday AG  Syrup,105
Atropine Eye Ointment,24.67
Abendol Plus 12mg/400mg Tablet,25
Artacil 50mg Injection,130
Arvast-CF 10 Capsule DR,300
Astin 10 Tablet,165.98
Angicam LT 50 mg/5 mg Tablet,60
Axifur 500mg Tablet,338.7
Arpizol 15 Tablet,231
Azifast Gel,115.6
Amdepin 5 Tablet,42
Aceclomax-SP Tablet,75
Accuzon 1g Injection,69.86
Atropine Sulphate 1% Eye Ointment,14.8
Alconil 500mg Tablet,30
Awarene PF Eye Drop,680
Ambrolite Cold Syrup,89
Angistat 2.5 Capsule TR,185
Airtec FB 400 Instacap,222.43
Ampanel 2 Tablet,105
Arbitel-H Tablet,151
Alrgee M 10mg/120mg Tablet,47.62
Altonil Plus 3 Tablet,52
Augpen 80mg/11.4mg Drop,105.7
Azibact 100 Readymix Oral Suspension,52.4
Algesia P 100 mg/500 mg Tablet,60
Atchol Gold 10 Capsule,76.5
Act Nvp Tablet,84.69
Alerfri SF 650 mg/60 mg/2.5 mg Tablet,59.25
Acetik-HC Ear Drop,186
Anasure 2% Solution,435
Amlopres 10 Tablet,60.92
Aldactone F Tablet,89.3
Amicobal Tablet,247.5
Azmarda 200mg Tablet,669.38
Angiplat 6.5 Capsule TR,226
Adilip 45 Tablet DR,106.5
Acecare SP Tablet,63
Amypres 25mg Tablet,15.16
Acekay Sera Tablet,17.5
Angizem CD 120 Capsule ER,222
Alkarate Liquid,91.5
Asprito 5 Tablet,75.5
Ace Revelol 50/5 Tablet ER,345
Almox 250mg Tablet DT,82
Atorsave 10 Tablet,82.99
Alsartan AM Tablet,93
Androfil 40mg Capsule,167.38
Addtrex Tablet,663
Avoprost 8mg Capsule,296
Almotan 6.25 Tablet,231.7
Adfrar Injection,25000
Advastat CV 10 Capsule,191
Anasure F Topical Solution,850
Adapnil 0.1% Gel,125.8
Amisant 200 Tablet,230.31
Afoglip M  1000 Tablet ER,293.8
Anti Cold Syrup,85
Amlopres TL 80mg/5mg Tablet,198
Anaflam Xps  Tablet,104.89
Atorlip Gold 10 Capsule,56.63
Ambrolite D Syrup,83
Actiful 2.5mg Tablet,617.1
Aplev M 5mg/10mg Tablet,95
Ampoxin Dry syrup,35.8
Antidep 75 Tablet,45.05
Asthalin AX JR Expectorant,86.51
Acipsor 25mg Capsule,645
Atchol Gold 20 Capsule,103
Agoprex Tablet,163
Atormac TG Tablet,243.1
Acloflex SP 100mg/325mg/15mg Tablet,80
Adriamycin 50mg Injection,889
Arip MT 15 Tablet,137
Andre Plus Eye Drops,82.5
Alivher ES Tablet,218
Adefresh 400 Tablet,720
Atrovas 10mg Tablet,42
Aclind BP 5% Gel,236
Amlovas-L Tablet,203
Amitop M 5 Tablet,181.5
Atorva E 10mg/10mg Tablet,367.1
Amlopin-M 5mg/25mg Tablet,103.9
Angizaar 50 Tablet,109.5
Azee 200mg Liquid Peppermint & Orange,57.12
Adiflam Plus 400 mg/500 mg Tablet,19.5
Ampilox 250mg/250mg Captab,55.34
Alcof D Syrup,54.06
Aisa  Tablet,173.9
Ambistryn-S 1gm Injection,10.17
Ablung 200mg Tablet SR,238.37
Aldigesic-Rab Capsule SR,160
Amrolstar 0.25% Lotion,259.15
Asomex-TM 5 Tablet,286.95
Alcoban 500mg Tablet,85
Akostol Tablet,86.9
Arostat 10mg Tablet,129.9
Argihope Infusion,695
Alcinac MR Tablet,75
Auxen D 500mg/10mg Tablet,73.65
Arorab-DSR Capsule,89.9
Adlumab 40mg Injection,25000
A Mox 125mg Dry Syrup,32.5
Anglit 2.6 Tablet CR,170.93
Alkorina Syrup,70.5
ANZILUM 0.25 MG TABLET,16.54
Amrolstar Cream,94.95
Advent 457mg Tablet DT,178.61
Aquim 0.18% Eye Gel,455
Algesia SP 100mg/325mg/15mg Tablet,116.5
Atorsave D 10 Tablet,241.1
Aziford 500 Tablet,131.9
Asunra 400mg Tablet DT,827
Anset 4mg Syrup,37.75
Azuvas 20 Tablet,141
Aldigesic P 50mg/125mg Oral Suspension,64
Avinorm Tablet,37.5
Adcef 300mg Capsule,313
Alenix 10mg Tablet,79
Acendol-R Capsule SR,118
Akilos Tablet MR,32.7
Acnay Gel,154
Ampoxin-CV 500mg/125mg Tablet,204.84
Amlogard 10mg Tablet,181.21
Alzil M Forte Tablet,221
Azithral Junior Drop,28.61
Amirid Tablet,111
Azicip 200mg Oral Suspension,57.12
Acocare 300mg Tablet SR,601.7
Angicam-M Tablet PR,90
Ambrodil-S Plus Syrup,55
Aztolet  40mg/75mg Tablet,309.12
Abiratas 500mg Tablet,30193
Aim7 60 XR Tablet,203.69
Aprenext 30mg Tablet,298
Avapar Tablet,58.75
AD Para 100mg/325mg Tablet,45
Alkamax MB6 Oral Solution Mango Sugar Free,216
AZUMA 500MG TABLET,62.55
Azithral 500mg Injection,229.27
Ace Tablet,43
Azulix 4 MF Tablet PR,146.15
Anin Tablet,211.75
Almox 250 Capsule,40.99
Abvida 100mg Tablet SR,235.92
Albenzole 400mg Chewable Tablet,81.6
Anaflam XP 100mg/325mg Tablet,57.55
Amlopres TL Tablet,55.53
Asozen-TH Tablet,100
Ace-TH 4 Tablet,175
Atorva E 40 Tablet,410.75
Amlodac CH Tablet,147.15
Azobril Cream,324.3
Abel-CT 40mg/12.5mg Tablet,188.45
Acetamide 250mg Tablet,42.52
Abvida 50mg Tablet,199.6
Acepar SP 100mg/325mg/15mg Tablet,90
Aceclowal P 100mg/500mg Tablet,63
Azeetop 500mg Tablet,67
Alex P Paed Drop,80
Alastin AM Tablet,55
Anthocyn-TX Cream,547
Amt 10mg Tablet,21
Amicin 500mg Injection,135.15
Asprito 10 Tablet,143
Alkof Cough Lozenges Orange,39
Ara Eye Drop,289
Acnechio-M Tablet,999
ANAMOL 80 MG SUPPOSITORY,23.5
Atropine Sulphate 0.6mg/ml Injection,4
Anxiset Plus 0.5 mg/10 mg Tablet,168.79
Axunil Nasal Spray,369.6
Acera 20 Capsule,99.65
Actiheal-D Tablet,309.5
Ascabiol Emulsion,174.36
Avil NU 10mg Tablet,18.44
Amipride 50 Tablet,90
Ambimox 500mg Tablet,77
Apilysin Syrup,149
Aimet 25mg Tablet XR,40
Alsita-M 100 Forte Tablet ER,152
Ambropil BR Syrup,84
Armod 150 Tablet,349.5
AVENE (ABBOTT) 0.5mg/10mg Tablet,36
Amnurite  25 Tablet SR,208.8
AZILUP 500 MG TABLET,79.15
Ace-Proxyvon SP Tablet,135.25
Aziwok 600 Tablet,275.25
Arpimune ME 100mg Capsule,406.3
Abitol Tablet,12.4
Anozest Cream,119
Aristomol M Oral Suspension,44.35
Avaxim 80U Pediatric Vaccine,1385
Aptibon Syrup,94
Arvast F 10 Tablet,286
Amlo 10mg Tablet,56.66
Asmasafe-N Tablet,270
Amlozaar Tablet,273
Amlo AT 5 mg/50 mg Tablet,58.03
Acomore-OD 300 Tablet,389
Amlovas-M 5/25 Tablet PR,113
Amlogard 2.5mg Tablet,60.02
AP 100mg/325mg Tablet,14.3
Azenam 500mg Injection,495
Alkanil Syrup,118.25
Adiflam Plus Suspension,30.25
Ascovent 100mg Capsule,151
Alcid Tablet,12
Alenix 5 Tablet,52
Atormac 20 Tablet,140.56
Atrovas 20mg Tablet,72
Azulix 3 MF Forte Tablet PR,174.7
Atorastin 10mg Tablet,6
Alex Oral Drops Pineapple,74.5
Alex Oral Drops Pineapple,74.5
Azithral XL 200 Liquid,228.48
A2  Tablet,66.58
Alides 5mg Tablet,65
Amazeo 50 Tablet,99.1
Amlong-Trio Tablet,169
Amoline 5mg Tablet,6
Atorsave F Tablet,214.32
Amloz AT Tablet,162.25
Aceta SP  Tablet,68
Agimont 5 Tablet,32
Adilan 40mg Tablet SR,112
Alto's Citrasol Liquid,54
Anxol Tablet,94.35
Ampoxin 1gm Injection,47.9
Amrfy 0.25% Cream,365
Atorec 20 Tablet,138.26
Asert D Tablet ER,350.42
Alakast FA 10mg/120mg/200mg Tablet,290
Avas 80 Tablet,454.38
Acutrol 400 Tablet,336.5
ATR-F Tablet,155.5
Aceclopar 100mg/325mg Tablet,60
Azac Soap,115
Allerde 5mg Tablet,82.25
Acemol-SP Tablet,70
Aladrine 2.5mg Tablet,2880
Ameto-GP 2 Tablet ER,199
Atorec-ASP Capsule,42.1
Apriglim-MV 2 Tablet SR,311.19
Arthracal Tablet,239.99
Abixim O Tablet,265.28
Azithromycin 250mg Tablet,58
Aztofa 11mg Tablet XR,950
Ajapride M 2mg/500mg Tablet PR,94.5
Amlong MT 25 Tablet PR,150
Azuvas 20-Gold Capsule,141
Apxenta 30mg Tablet,308
Afogatran 110 Capsule,356.25
Advent ES Oral Suspension,188.64
Acenext 100mg Tablet,24.5
Amrox-LS Oral Drops,70
Avas Gold 75mg/10mg/75mg Capsule,50
Azitro 500mg Tablet,62.55
Acotibien 300 SR Tablet,360
Azivista 500mg Tablet,79.04
Arzu 10 Tablet,209.7
Amigold 100 Tablet,243.55
Arigaba NT Tablet,288
Amlong A-25 Tablet,61
Asozen-Plus Tablet,11
Aciban 20 Tablet,44.3
Aspirin  50mg Tablet DR,3.7
Aceday-Forte Tablet,190
Aldigesic Spas 80mg/100mg Tablet,120
Aziwin 500 Tablet,78.5
Akme-Entoquol Tablet,33
Amrobrut Cream,168
Azithral Eye Drop,165
Alerfix Tablet,57.44
Amrobrut Cream,168
Aceelo P 100mg/325mg Tablet,75
Ampilox-LB Capsule,93.15
Aclopar SP 100mg/325mg/10mg Tablet,95
Adrenaline 1mg/ml Injection,13.69
Atazis Syrup,80
Averzine 25mg Tablet,70
Avoxy-CV 625 Tablet,132
Advacan 0.5mg Tablet,1095
Auradex 4mg Tablet,44
Aztric 40 Tablet,170.5
Aloja 12.5 Tablet,106.4
Ace Plus Tablet,99
Accunac 0.1% Eye Drop,248
Apiban 5mg Tablet,164.9
Alergo 120mg Tablet,30
Alphacept-D 8 Capsule Combipack,452.9
Atrodex-C Eye Drop,172.66
Azimax 250 Tablet,78.22
Attentrol 10mg Capsule,106
Apixagress 2.5mg Tablet,120
Azicip 250 Tablet,78.22
Addwize OD 18mg Tablet,235
Adlene 0.1% Gel,149
Anxozap 15 Tablet,166
Amitryn-C Plus Tablet,53.8
Avimax Tablet,50
Astharid Plus Tablet,20
Ajubi Tablet,24
Aquasol A 50000IU Injection,4.54
Ambrodil-XP Capsule,96.85
Abrozac 100mg/600mg Tablet,207.5
Amluck Cream,356.57
Alcros SB 50 Capsule,130
Azom 1gm Injection,875
Azivent 200mg Rediuse Suspension,57.12
Aceclopure SP Tablet,16.25
Azimac 500mg Tablet,50.2
Adacel Vaccine,1400
Angizaar-H Tablet,155
Alimnator Cream,382
Anabrez Tablet,263.75
Angizem 30 Tablet MR,29.9
Amtas 2.5 Tablet,60.14
Aceethro 500mg Tablet,72
Acelo P 100 mg/500 mg Tablet,35.87
Amnurite Beta 5/20 ER Tablet,60.3
Agotine 25mg Tablet,83.5
Atarise 25mg Tablet,84
Azerva 40 Tablet,216.05
Apriglim-M1 Tablet PR,132.72
Abpress PF Eye Drop,437.5
Ascapil 12A Tablet DT,44.17
Altoran 40 Tablet,122.2
Arip MT 20 Tablet,169.2
Atorec 10 Tablet,55
Alkemox 500mg Capsule,110.21
Avecid Syrup,44
Alsar D 10mg/20mg Tablet,59
AGA Tablet,40
AGA Tablet,40
Acnex 20 Capsule,159.5
Acnetoin Plus Gel,100
Amoron Cream,387.2
Anaflam TH  8 Tablet,306.29
Attera 10mg Tablet,65
Actiblok IPR 50 Tablet PR,65
Abvida-M 50mg/500mg Eazy Glide Tablet,239.52
Ambrolite S-SF Syrup Sugar Free,117
Abphylin 100mg Capsule,162
Alkepin Odt 100mg Tablet,94.64
Acotrust  Tablet,289.5
Aztor F 10mg Tablet,74
Amiodon 150mg Injection,58.3
Atocare 10mg Tablet,100.4
Alpalide 100mg Tablet,29
Acuclav 228.5mg Dry Syrup,62.88
Augmentin 500mg/100mg Injection,111.9
Alzil 10 Tablet,195.44
Arthopan 500mg Tablet,125.08
Amlosafe 2.5 Tablet,17.92
Anadrol 50mg Injection,115
Allerone-M Tablet,170
Arvast CV 10 Capsule,204.5
AF 50 Tablet DT,26.6
Atorec-F Tablet,253
Aceflam SP 100mg/325mg/15mg Tablet,78
Aprilife 25mg Tablet,51
Acepar MR Tablet,54
Altriz-M Tablet,130.9
Azifine 250mg Tablet,110.98
Acewok Plus Tablet,74.52
Amika 500mg Injection,55
Amigold 50 Tablet,136.95
Actoid 10 Capsule,390
Auxisoda-DS Tablet,52
Aldrofos 70mg Tablet,153
ATM XL 100mg/5ml Syrup,92
Aldopam 500mg Injection,92
Alfugress Tablet PR,125
Aciloc-S Suspension Sugar Free,160
Atorsave CV 10 Capsule,151.37
Altam 25mg Tablet,48
Allerpat Eye Drops,155
Amikacin 250mg Injection,38.7
Acstop Gel,76
Ambulax-HD Tablet,81
Acetyl Salicylic Acid 50mg Tablet,3.27
Azenate Nasal Spray,200
AMPHOMUL 50 MG INJECTION,2211.89
Amiline 10mg Tablet,25
Aristo Nexom RD Capsule SR,149
Amrocan Cream,394.5
Afoglip Tablet,432.9
Arifine 5mg Tablet,74
Azelite Cream,195
Azee 500 Injection,204.48
Amypress 10mg Tablet,18
Acnezac 20mg Capsule,149
Acolate M Kid Tablet,60
Astha LS Syrup,85
Azintas 500mg Tablet,64
Amfy Gel,271.5
Atocor 80 Tablet,577.4
Alex+ Syrup,141
Amicon 25mg Tablet,27
Amoxil 500mg Injection,23.52
Alciflox D Eye/Ear Drops,45
Aceloflam Plus Tablet,103
Addwet Eye Drop,136
Acutrol C 800 Tablet,217
Algest SR 200 Tablet,345.5
Anfoe 6000IU Injection,2000
Amlopin 2.5 Tablet,20.05
Ascodex Junior LS Oral Drops,65.5
Anxi FM Tablet,72
Atorfit CV 20 Capsule,204.5
Acivir Eye Drop,48.35
Aplex 30mg Tablet,198
Ancool  SF Suspension,173.6
Ata Tablet,97.9
ART Eye Drop,130.11
Alcaft Eye Drop,235
Amclox Capsule,69.02
Amorfine Cream,394.46
Atazis 25mg Tablet,35
Amaryl MP 2mg Tablet SR,445.01
Amaryl 4mg Tablet,397
Aceclo-T4 Tablet,165
Azizoom 500mg Tablet,119.5
Amaryl 4mg Tablet,397
Amaryl MP 2mg Tablet SR,445.01
Admin 400 Tablet,449
Amlo 2.5mg Tablet,15.66
Adgaba Gel,250
Ascoril Plus Expectorant Ginger Lemon,141
Asozen-Forte Tablet,20
Azee XL 100mg Dry Syrup Peppermint,101.83
Alrgee 120mg Tablet,33.25
App L Syrup,80
Allermin Tablet,38.5
Alcinac RB 200mg/20mg Capsule,34.5
Alkazip Syrup,85
Ambulax-FM Tablet,88
Axinerve-NP Tablet,175
AF-K Lotion,139
Arthocerin-G Tablet,201
Amazeo 100 Tablet,159.7
Amlodac B 5mg/5mg Tablet,93.4
Amiseven 7% Injection,750
Alkazar Liquid,66
Asolt-AT Tablet,118
Azirin 500mg Tablet,60.59
Ambrocof LS Syrup,59.93
Avva 250mg Tablet,42.53
Afanat 30 Tablet,4220
Amodep 5 Tablet,19.28
Azukon-M  Tablet,152.8
Atocor 5 Tablet,82.5
A-3 Kit,94.6
Amp-Taj 1000mg Injection,19.98
Acneheal Gel,58
Avomira 50mg Tablet ER,380
Azax 500 Tablet,117.71
A-3 Kit,94.6
Amrofast Cream,120
Azusa T 40mg/16mg Tablet,297.5
Acp  Tablet MR,41.61
Anneal 60mg/800mg/5mg Tablet,229.9
Aplevant 0.75mg Pre-filled Pen,5497.8
Arvast 5 Tablet,103
Aquaray Plus  Eye Drop,545
Arreno Capsule ER,38.25
Airtec SF 250 Instacap,469.5
AF -C Dusting Powder,96
Arbitel-Trio 25 Tablet ER,193.5
Aclolab-P Tablet,42
Axcer  90mg Tablet,1260
Azitreat 500mg Tablet,65
Aerodil Expectorant Sugar Free Mixed Fruit,130.3
Amvasc 5mg Tablet,10.4
Alcoxia-MR Tablet,148
Aculip 25 mg/10 mg Tablet,105.35
Aztor EZ 20 mg/10 mg Tablet,168
Actiheal Tablet,225.33
Alfatam-D Tablet MR,235.5
Arvast 40 Tablet,646.5
Aromita Tablet,296
Alerid Syrup,44.35
Abetaneuron-OD Softgel Capsule,415
Ambrohist Plus Syrup,73.2
Aladrine Tablet,2550
Adcyclo Tablet,38
Azadine Injection,4346
Androl 16mg Tablet,160
Asthamon-L Tablet,144.1
Ateros 10mg Tablet,148
Acampcon 333 Tablet,137
Afinitor 5mg Tablet,60146.43
Azilab 500mg Tablet,79
Azicip 100mg Oral Suspension,45.88
Activ9-NVP Tablet,181
Adoxy LB Capsule,62
Amaryl MP 2mg Tablet ER,538.44
Alday AG  Syrup,80
A Doxid 100mg Capsule,31
Aristogyl-F Oral Suspension,19.3
Almox CV Syrup,60.83
Alexcet 10mg Tablet,18.53
Astharid T Tablet,12.12
Aziwin FS Kit,99
Aditop C Gel,140
Actihair 5F Solution,185
Alkof AP Plus Syrup,120
Axepta 25mg Tablet,269
Alburel-OS Solution For Infusion,8057.75
Abhayrab-PF Vaccine,359.67
Actinac P 100mg/325mg Tablet,72
Acuclav IV 1.2gm Injection,157.51
Alde 5mg Tablet,59.75
Aps Tablet,97.2
Aricef O 50mg/5ml Dry Syrup,44.01
Acnecure Gel,54.45
Acuclav IV 1.2gm Injection,157.51
Apitone Plus Syrup,74.9
Alde 5mg Tablet,59.75
Anaflam 400mg/325mg Tablet,8
Asomex-AT 5 Tablet,297.95
Amodep-TMH Tablet,87.7
Azibest 250mg Tablet,75
Angiwell 6.4mg Tablet,257.6
Ampanel 6 Tablet,210
Azuvas-F 20 Tablet,129.9
Averzine 10 Tablet,24
Acepep SP Tablet,75
Attentrol 18 Capsule,177
Aceclodol P 100mg/500mg Tablet,42
Asomex-LT Tablet,326.25
ASP 100mg/325mg/15mg Tablet,79
Abaxis 2.5mg Tablet,165
Aziwok-XL 200 Liquid,114.2
Acnetoin Capsule,278.8
Arbitel 40 Tablet,113.56
Alphacept 4 Tablet,268.8
Aptiquik Syrup,140
Aneket 10mg Injection,109.5
Advent 1.2gm  Injection,140.49
Arpimune ME 25mg Capsule,124.1
Acnerid Gel,135
Amantrel 193mg Tablet ER,290
Arpimune ME 25mg Capsule,124.1
Aneket 10mg Injection,109.5
Amantrel 193mg Tablet ER,290
ATZ 50 Tablet,118.13
Arkapres 100 Tablet,15.1
Alkem Cold 5 mg/500 mg/5 mg Tablet,28
Addex Powder,275
Altacef 250mg Tablet,634
Alkepin Odt 50mg Tablet,58.13
Azifast 250 Tablet,78.22
Anfoe 4000IU Injection,1299
Atorsave 20 Tablet,210.84
Arney 200 Tablet,279.3
Acolate Oral Drops Mango,52
Anafast 100mg/325mg Tablet,42
Azac 20% Cream,150
Alday Duo Syrup,80
Anomex Suppository,54
Abcobal OD Capsule,163
Aldep 25mg Tablet,23.3
Amlibon 5mg Tablet,26.5
Azitus XL 200  Suspension,114.24
Aminoven Infant Infusion,489
Auroprost-RT Eye Drop,200
Actrapid 100IU Flexpen (3ml Each),2849.1
Aegamox D Eye Drop,110
Alzero M Syrup,122
